,name,date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,jdate
55,"Qazvin, Iran",2023-12-31,12.9,0.9,5.9,12.9,-0.3,5.1,-1.0,62.4,0.0,0,0.0,,0.0,0.0,11.9,14.8,62.7,1022.0,45.2,9.1,128.3,11.0,5,10,2023-12-31T07:21:08,2023-12-31T17:04:36,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-10-10
56,"Qazvin, Iran",2024-01-01,15.0,1.0,6.5,15.0,-0.2,6.0,-1.1,60.7,0.0,0,0.0,,0.0,0.0,19.4,7.6,340.2,1021.1,38.9,8.6,103.8,9.0,4,10,2024-01-01T07:21:20,2024-01-01T17:05:21,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-10-11
57,"Qazvin, Iran",2024-01-02,12.9,0.0,6.1,12.9,-1.5,5.4,-1.2,60.6,0.0,0,0.0,,0.0,0.0,23.4,11.5,87.5,1021.3,33.3,8.6,125.3,10.8,5,10,2024-01-02T07:21:31,2024-01-02T17:06:07,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK,remote",1402-10-12
58,"Qazvin, Iran",2024-01-03,12.0,2.0,6.4,12.0,2.0,5.8,-1.3,58.9,0.0,0,0.0,,0.0,0.0,25.9,7.9,66.4,1015.5,61.4,10.0,103.7,8.8,4,10,2024-01-03T07:21:40,2024-01-03T17:06:55,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK,remote",1402-10-13
59,"Qazvin, Iran",2024-01-04,12.0,-3.0,5.2,12.0,-3.0,4.9,-4.0,53.5,0.0,0,0.0,,0.0,0.0,27.0,11.2,110.7,1017.1,21.9,10.3,130.5,11.2,5,10,2024-01-04T07:21:46,2024-01-04T17:07:44,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-10-14
60,"Qazvin, Iran",2024-01-05,12.0,0.0,6.7,12.0,-2.6,5.9,-1.7,55.7,0.0,0,0.0,,0.0,0.0,30.6,11.2,106.4,1016.4,62.1,10.6,105.0,8.9,5,10,2024-01-05T07:21:51,2024-01-05T17:08:34,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-10-15
61,"Qazvin, Iran",2024-01-06,10.0,1.0,5.4,9.1,1.0,4.6,-0.4,67.1,3.8,100,8.33,rain,0.0,0.0,41.4,11.2,352.9,1018.3,50.9,10.8,106.0,9.3,5,10,2024-01-06T07:21:54,2024-01-06T17:09:26,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"40731099999,OIIK",1402-10-16
62,"Qazvin, Iran",2024-01-07,10.0,-4.1,3.0,10.0,-7.3,2.1,-5.5,56.3,0.0,0,0.0,,0.0,0.0,23.0,11.2,119.9,1024.9,0.0,11.8,137.6,12.0,6,10,2024-01-07T07:21:55,2024-01-07T17:10:18,0.87,Clear,Clear conditions throughout the day.,clear-day,"40731099999,OIIK",1402-10-17
63,"Qazvin, Iran",2024-01-08,11.0,-2.0,4.3,11.0,-3.8,3.3,-6.1,48.0,0.0,0,0.0,,0.0,0.0,6.1,7.6,17.6,1022.6,52.9,11.3,112.4,9.6,4,10,2024-01-08T07:21:53,2024-01-08T17:11:12,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-10-18
64,"Qazvin, Iran",2024-01-09,15.0,1.0,7.7,15.0,-0.3,7.2,-6.8,36.8,0.0,0,0.0,,0.0,0.0,28.8,14.7,64.8,1019.9,81.4,11.4,88.4,7.7,4,10,2024-01-09T07:21:50,2024-01-09T17:12:06,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK,remote",1402-10-19
65,"Qazvin, Iran",2024-01-10,9.0,0.0,6.0,9.0,-1.4,5.0,-2.5,55.8,0.2,100,4.17,rain,0.0,0.0,39.6,11.2,354.2,1016.7,80.6,10.8,53.0,4.3,3,10,2024-01-10T07:21:45,2024-01-10T17:13:01,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"40731099999,OIIK",1402-10-20
66,"Qazvin, Iran",2024-01-11,8.0,1.0,4.8,7.0,-0.3,4.0,2.5,85.1,1.5,100,8.33,rain,0.0,0.0,36.7,14.8,135.4,1016.6,94.1,9.2,89.9,7.8,4,10,2024-01-11T07:21:38,2024-01-11T17:13:58,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"40731099999,OIIK,remote",1402-10-21
67,"Qazvin, Iran",2024-01-12,8.9,2.0,5.4,5.8,-0.7,2.2,3.5,88.0,2.8,100,12.5,rain,0.0,0.0,38.5,25.9,136.9,1011.1,80.2,8.3,107.9,9.4,5,10,2024-01-12T07:21:29,2024-01-12T17:14:55,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"40731099999,OIIK",1402-10-22
68,"Qazvin, Iran",2024-01-13,10.0,4.0,6.9,9.1,0.5,4.2,1.3,68.7,0.0,0,0.0,rain,0.0,0.0,44.3,25.9,155.7,1010.9,88.4,10.1,40.0,3.3,2,10,2024-01-13T07:21:18,2024-01-13T17:15:53,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-10-23
69,"Qazvin, Iran",2024-01-14,15.0,5.7,8.5,15.0,3.5,7.4,1.5,63.1,0.2,100,4.17,rain,0.0,0.0,56.5,35.3,189.2,1013.4,67.6,10.6,94.8,8.0,4,10,2024-01-14T07:21:05,2024-01-14T17:16:51,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"40731099999,OIIK",1402-10-24
70,"Qazvin, Iran",2024-01-15,11.0,2.0,6.0,11.0,0.0,4.8,2.2,76.8,0.1,100,4.17,rain,0.0,0.0,35.6,18.4,99.8,1018.5,34.7,10.2,136.9,11.9,6,10,2024-01-15T07:20:50,2024-01-15T17:17:50,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"40731099999,OIIK",1402-10-25
71,"Qazvin, Iran",2024-01-16,11.0,-1.0,4.3,11.0,-2.6,3.7,-3.2,60.6,0.0,0,0.0,,0.0,0.0,17.6,11.2,109.9,1020.5,20.5,11.6,145.5,12.6,6,10,2024-01-16T07:20:33,2024-01-16T17:18:50,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK,remote",1402-10-26
72,"Qazvin, Iran",2024-01-17,15.0,-1.1,5.9,15.0,-3.9,5.3,-3.6,53.9,0.0,0,0.0,,0.0,0.0,21.2,11.2,336.3,1018.6,30.2,12.3,143.7,12.6,6,10,2024-01-17T07:20:14,2024-01-17T17:19:51,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-10-27
73,"Qazvin, Iran",2024-01-18,13.0,0.0,5.1,13.0,-1.4,4.7,-2.1,62.8,0.0,0,0.0,,0.0,0.0,20.2,7.6,86.2,1021.0,54.0,10.3,118.4,10.3,5,10,2024-01-18T07:19:53,2024-01-18T17:20:52,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-10-28
74,"Qazvin, Iran",2024-01-19,12.9,-3.0,4.7,12.9,-3.0,4.3,-2.4,63.8,0.0,0,0.0,,0.0,0.0,26.6,14.7,100.3,1023.0,19.9,9.5,146.0,12.7,6,10,2024-01-19T07:19:30,2024-01-19T17:21:53,0.28,Clear,Clear conditions throughout the day.,clear-day,"40731099999,OIIK",1402-10-29
75,"Qazvin, Iran",2024-01-20,12.9,0.0,6.7,12.9,-2.5,5.8,-3.9,48.2,0.0,0,0.0,,0.0,0.0,27.7,14.8,101.0,1022.3,58.2,8.8,143.8,12.5,6,10,2024-01-20T07:19:05,2024-01-20T17:22:55,0.31,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"40731099999,OIIK",1402-10-30
76,"Qazvin, Iran",2024-01-21,14.9,-1.0,6.9,14.9,-1.4,6.4,-3.0,51.0,0.0,0,0.0,,0.0,0.0,18.4,11.2,61.6,1020.7,36.7,9.9,147.4,12.7,6,10,2024-01-21T07:18:39,2024-01-21T17:23:58,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-11-1
77,"Qazvin, Iran",2024-01-22,13.0,0.0,6.4,13.0,-2.5,5.8,-1.1,60.8,0.0,0,0.0,,0.0,0.0,23.8,7.6,49.7,1021.2,64.4,11.0,124.2,10.8,6,10,2024-01-22T07:18:10,2024-01-22T17:25:00,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-11-2
78,"Qazvin, Iran",2024-01-23,8.0,4.0,5.7,6.6,1.8,4.4,4.6,93.0,6.8,100,12.5,rain,0.0,0.0,19.8,18.4,121.9,1021.1,100.0,5.6,8.2,0.7,0,10,2024-01-23T07:17:40,2024-01-23T17:26:03,0.42,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"40731099999,OIIK",1402-11-3
79,"Qazvin, Iran",2024-01-24,6.0,-1.0,3.2,5.2,-5.9,1.4,2.4,94.8,14.5,100,12.5,"rain,snow",0.6,0.2,26.3,22.3,290.1,1016.5,98.9,5.3,21.0,1.7,1,10,2024-01-24T07:17:08,2024-01-24T17:27:07,0.45,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"40731099999,OIIK,remote",1402-11-4
80,"Qazvin, Iran",2024-01-25,3.0,-3.0,0.0,3.0,-5.0,-0.9,-0.5,96.0,5.0,100,8.33,"rain,snow",0.1,0.1,23.0,11.2,292.5,1018.3,75.9,6.1,97.7,8.3,5,10,2024-01-25T07:16:34,2024-01-25T17:28:10,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"40731099999,OIIK",1402-11-5
81,"Qazvin, Iran",2024-01-26,9.0,-1.0,3.7,7.9,-1.5,3.1,1.3,86.2,0.0,0,0.0,,0.0,0.0,29.2,11.1,87.6,1016.4,58.0,7.3,146.9,12.6,6,10,2024-01-26T07:15:58,2024-01-26T17:29:14,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-11-6
82,"Qazvin, Iran",2024-01-27,6.0,3.0,4.1,3.0,-1.3,1.1,3.5,96.0,6.4,100,16.67,"rain,snow",0.0,0.0,33.8,25.9,131.8,1011.9,97.6,4.6,18.2,1.6,1,10,2024-01-27T07:15:21,2024-01-27T17:30:18,0.55,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"40731099999,OIIK",1402-11-7
83,"Qazvin, Iran",2024-01-28,7.0,-1.0,3.1,5.0,-1.4,1.9,-2.0,71.9,0.2,100,4.17,"rain,snow",0.0,0.0,34.2,18.4,241.5,1015.7,56.1,10.3,158.8,13.7,6,10,2024-01-28T07:14:42,2024-01-28T17:31:22,0.59,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"40731099999,OIIK",1402-11-8
84,"Qazvin, Iran",2024-01-29,8.0,-4.0,2.0,8.0,-5.2,1.4,-5.3,60.5,0.0,0,0.0,,0.0,0.0,18.0,7.6,271.1,1021.0,29.2,11.1,162.8,14.1,6,10,2024-01-29T07:14:01,2024-01-29T17:32:26,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-11-9
85,"Qazvin, Iran",2024-01-30,8.0,-2.0,1.5,6.7,-4.8,0.8,-3.9,68.9,0.0,0,0.0,,0.0,0.0,24.5,11.2,356.4,1024.0,51.6,10.5,130.5,11.2,5,10,2024-01-30T07:13:18,2024-01-30T17:33:30,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-11-10
86,"Qazvin, Iran",2024-01-31,3.0,-2.1,0.5,2.7,-4.6,-0.7,-1.4,88.1,0.3,100,8.33,"rain,snow",0.1,0.0,18.7,14.7,81.4,1024.9,94.7,7.8,91.6,8.0,4,10,2024-01-31T07:12:34,2024-01-31T17:34:34,0.68,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"40731099999,OIIK",1402-11-11
87,"Qazvin, Iran",2024-02-01,2.0,0.0,0.8,1.4,-4.3,-1.0,0.3,96.0,1.3,100,12.5,"rain,snow",0.7,0.3,20.5,22.3,117.2,1019.8,100.0,4.3,78.0,6.7,3,10,2024-02-01T07:11:48,2024-02-01T17:35:38,0.72,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"40731099999,OIIK",1402-11-12
88,"Qazvin, Iran",2024-02-02,4.0,-1.0,1.0,3.9,-3.3,0.4,-1.2,86.6,6.3,100,12.5,"rain,snow",2.1,1.0,22.7,10.8,6.3,1012.2,96.8,6.3,108.3,9.3,5,10,2024-02-02T07:11:01,2024-02-02T17:36:42,0.75,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"40731099999,OIIK",1402-11-13
89,"Qazvin, Iran",2024-02-03,5.0,-2.0,0.7,3.2,-3.8,-0.6,-4.5,68.7,0.0,0,0.0,,0.0,0.4,24.5,14.8,271.6,1017.3,16.1,10.1,172.0,14.9,7,10,2024-02-03T07:10:12,2024-02-03T17:37:46,0.75,Clear,Clear conditions throughout the day.,clear-day,"40731099999,OIIK",1402-11-14
90,"Qazvin, Iran",2024-02-04,6.0,-5.0,0.8,5.0,-5.0,-0.1,-4.4,69.7,0.0,0,0.0,,0.0,0.0,32.4,18.4,284.6,1019.2,38.9,9.3,170.2,14.6,6,10,2024-02-04T07:09:21,2024-02-04T17:38:50,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-11-15
91,"Qazvin, Iran",2024-02-05,7.0,0.0,3.7,5.6,-2.6,2.0,-1.3,70.6,0.0,0,0.0,snow,0.0,0.0,43.6,14.7,150.0,1016.6,92.1,9.9,106.0,9.1,4,10,2024-02-05T07:08:29,2024-02-05T17:39:54,0.85,Overcast,Cloudy skies throughout the day.,cloudy,"40731099999,OIIK,remote",1402-11-16
92,"Qazvin, Iran",2024-02-06,10.9,2.2,5.8,10.9,0.0,3.4,-0.9,63.5,0.0,0,0.0,snow,0.0,0.0,47.5,31.7,255.6,1014.1,61.5,10.8,161.7,14.0,6,10,2024-02-06T07:07:35,2024-02-06T17:40:57,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-11-17
93,"Qazvin, Iran",2024-02-07,12.0,-1.0,4.7,12.0,-3.8,3.5,-2.7,61.1,0.0,0,0.0,,0.0,0.0,40.3,11.1,40.6,1020.1,8.2,10.8,174.9,15.1,7,10,2024-02-07T07:06:40,2024-02-07T17:42:01,0.91,Clear,Clear conditions throughout the day.,clear-day,"40731099999,OIIK",1402-11-18
94,"Qazvin, Iran",2024-02-08,14.0,-1.0,5.5,14.0,-3.8,4.6,-1.9,62.1,0.0,0,0.0,,0.0,0.0,11.9,11.2,78.6,1020.6,0.6,11.0,178.2,15.2,7,10,2024-02-08T07:05:43,2024-02-08T17:43:04,0.95,Clear,Clear conditions throughout the day.,clear-day,"40731099999,OIIK,remote",1402-11-19
95,"Qazvin, Iran",2024-02-09,15.0,-0.3,6.1,15.0,-2.6,5.3,-2.2,58.7,0.0,0,0.0,,0.0,0.0,19.1,7.6,50.8,1019.3,44.6,10.4,169.8,14.6,7,10,2024-02-09T07:04:45,2024-02-09T17:44:07,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-11-20
96,"Qazvin, Iran",2024-02-10,15.0,1.9,8.0,15.0,-0.3,7.5,-3.1,47.6,0.0,0,0.0,,0.0,0.0,11.2,11.1,74.7,1021.0,65.9,10.9,168.0,14.5,7,10,2024-02-10T07:03:46,2024-02-10T17:45:10,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-11-21
97,"Qazvin, Iran",2024-02-11,17.0,1.0,9.1,17.0,1.0,8.6,-1.5,49.8,0.0,0,0.0,,0.0,0.0,7.9,7.6,46.8,1022.5,25.2,11.0,182.1,15.8,7,10,2024-02-11T07:02:46,2024-02-11T17:46:12,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK,remote",1402-11-22
98,"Qazvin, Iran",2024-02-12,17.0,2.0,9.2,17.0,0.0,8.3,-1.5,49.8,0.0,0,0.0,,0.0,0.0,10.8,11.2,66.0,1023.5,7.5,8.9,187.0,16.2,7,10,2024-02-12T07:01:44,2024-02-12T17:47:15,0.08,Clear,Clear conditions throughout the day.,clear-day,"40731099999,OIIK",1402-11-23
99,"Qazvin, Iran",2024-02-13,18.0,4.0,10.4,18.0,2.1,9.8,-1.9,44.1,0.0,0,0.0,,0.0,0.0,13.3,11.2,74.0,1021.1,55.2,10.0,180.2,15.6,7,10,2024-02-13T07:00:40,2024-02-13T17:48:17,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-11-24
100,"Qazvin, Iran",2024-02-14,19.0,4.0,12.3,19.0,3.6,11.8,-1.8,39.2,0.0,0,0.0,,0.0,0.0,38.5,18.4,119.8,1018.4,72.4,10.0,179.5,15.4,7,10,2024-02-14T06:59:36,2024-02-14T17:49:18,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK,remote",1402-11-25
101,"Qazvin, Iran",2024-02-15,16.0,8.7,11.6,16.0,5.9,11.0,2.9,58.5,2.1,100,8.33,rain,0.0,0.0,33.8,22.3,111.9,1017.5,93.6,9.0,89.8,7.7,5,10,2024-02-15T06:58:30,2024-02-15T17:50:20,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"40731099999,OIIK",1402-11-26
102,"Qazvin, Iran",2024-02-16,9.0,6.0,7.7,7.9,5.5,6.7,6.9,94.6,5.0,100,16.67,rain,0.0,0.0,31.7,18.0,133.7,1017.1,95.7,5.6,35.5,3.1,2,10,2024-02-16T06:57:23,2024-02-16T17:51:21,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"40731099999,OIIK",1402-11-27
103,"Qazvin, Iran",2024-02-17,11.0,2.0,6.5,11.0,-0.3,5.6,4.2,86.7,1.1,100,12.5,"rain,snow",0.0,0.0,21.2,18.4,258.4,1014.8,82.2,10.3,155.1,13.3,7,10,2024-02-17T06:56:15,2024-02-17T17:52:22,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"40731099999,OIIK",1402-11-28
104,"Qazvin, Iran",2024-02-18,9.9,1.6,4.8,8.3,-0.7,3.2,-1.4,65.8,0.1,100,4.17,"rain,snow",0.0,0.0,29.5,11.2,323.5,1015.6,65.9,10.7,189.3,16.3,7,10,2024-02-18T06:55:06,2024-02-18T17:53:22,0.29,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"40731099999,OIIK",1402-11-29
105,"Qazvin, Iran",2024-02-19,11.0,-1.0,3.5,11.0,-1.5,2.2,-2.9,65.0,0.0,0,0.0,,0.0,0.0,24.1,11.2,8.3,1017.6,23.9,10.5,200.3,17.3,7,10,2024-02-19T06:53:56,2024-02-19T17:54:22,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-11-30
106,"Qazvin, Iran",2024-02-20,10.0,-2.0,3.7,9.1,-5.0,3.3,-2.2,68.7,0.0,0,0.0,,0.0,0.0,12.6,7.6,114.0,1019.1,21.7,11.0,200.5,17.3,7,10,2024-02-20T06:52:45,2024-02-20T17:55:22,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK,remote",1402-12-1
107,"Qazvin, Iran",2024-02-21,12.0,0.0,6.1,12.0,0.0,5.9,-0.7,63.9,0.0,0,0.0,,0.0,0.0,12.6,11.2,280.0,1021.0,39.4,9.0,203.5,17.6,7,10,2024-02-21T06:51:33,2024-02-21T17:56:21,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-12-2
108,"Qazvin, Iran",2024-02-22,12.0,2.0,7.0,12.0,2.0,6.4,-0.1,62.5,1.0,100,20.83,"rain,snow",0.0,0.0,13.3,11.2,109.9,1020.8,54.1,10.0,205.0,17.7,7,10,2024-02-22T06:50:20,2024-02-22T17:57:21,0.43,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"40731099999,OIIK,remote",1402-12-3
